drug_id,function_description,components,label
TCMF11803,肾虚腰痛，遗精早泄，阳痿不举，头晕耳鸣，神疲乏力。,补骨脂，肉苁蓉，淫羊藿，黄芪，红参，炙甘草，熟地黄，制何首乌，车前子，茯苓，白术，五味子，覆盆子，金樱子，枸杞子，川芎，蛇床子，小茴香，山药,当归
TCMF3424,"腰痛, 眩晕",红参，鹿茸，蛤蚧，熟地黄，枸杞子，山茱萸，肉苁蓉，巴戟天，杜仲，远志，沉香，山药，茯苓，白术，益智，补骨脂,当归
TCMF11824,胃虚不化，水气致痞，心下痞硬，干噫食臭，胁下有水气，腹中雷鸣，下利。,生姜，干姜，黄芩，黄连，人参，大枣，姜半夏,甘草
TCMFx5482,"咳嗽, 喘病",陈皮，清半夏，桔梗，葶苈子，旋覆花，马兜铃，款冬花，五味子，苦杏仁，党参，甘草，知母，阿胶,麻黄
TCMF7783,风热咳嗽，痰多粘稠，咽痛，发热。,浙贝母，薄荷，黄芩，桔梗，菊花，连翘，枇杷叶，桑叶，甘草,前胡
TCMF12020,痛经，月经不调，寒凝血瘀型腹痛。,艾叶，白芍，当归，川芎，香附，延胡索，吴茱萸，肉桂，小茴香,熟地黄
TCMF11596,冠心病，心绞痛，心肌梗死，脑血栓形成等心脑血管疾病。,木香,丹参
TCMF8238,外感风寒，内热壅盛，发热恶寒，头痛身痛，咳嗽气喘。,桂枝，生姜，大枣，石膏，苦杏仁，炙甘草,麻黄
TCMF11122,气血两虚，脾胃虚弱，食欲不振，四肢乏力。,黄芪，党参，麦冬，制何首乌，茯苓，白术，薏苡仁，麦芽，山楂，桑枝，大枣,山药
TCMF8984,风湿痹痛，肢体麻木，瘫痹拘挛，屈伸不利。,黄芪，甘草，苍术，薏苡仁，金银花，黄柏，玄参，当归，白芍，水蛭，蜈蚣,全蝎
TCMFx3025,痹病,防己，白术，茯苓，甘草，党参，川乌,肉桂
TCMFx611,"乳癖结节, 乳痈初起, 乳腺囊性增生病及乳腺炎前期",鹿角，蒲公英，昆布，天花粉，鸡血藤，三七，赤芍，海藻，漏芦，玄参，牡丹皮，夏枯草，连翘，红花,木香
TCMFx6375,"咳嗽, 感冒",紫苏叶，前胡，苦杏仁，紫菀，石膏，麻黄，桑白皮，川贝母，款冬花，甘草，瓜蒌子，葶苈子,薄荷
TCMF7667,心肾不交，失眠多梦，心悸怔忡，遗精盗汗。,肉桂,黄连
TCMF8716,高脂血症，肥胖症,茵陈，何首乌，桑寄生,决明子
TCMF9209,前列腺炎，前列腺增生，尿频，尿急，尿痛，淋漓不尽。,白茅根，丹参，泽兰，茯苓，红花，赤芍，桃仁，金银花，王不留行，延胡索，泽泻,大枣
TCMF12020,痛经，月经不调，寒凝血瘀型腹痛。,艾叶，白芍，川芎，熟地黄，香附，延胡索，吴茱萸，肉桂，小茴香,当归
TCMF9232,风寒湿痹，筋骨疼痛，腰膝酸软，四肢麻木。,党参，石斛，马钱子，川乌，钩藤，木瓜，半夏，天南星，川牛膝，续断,草乌
TCMF3599,腰痛,杜仲，菟丝子，肉苁蓉，远志，当归，莲子，泽泻，牡丹皮，白芍，淫羊藿，黄芪，熟地黄，山药，茯苓，陈皮，砂仁，女贞子，金樱子，山茱萸，巴戟天，柏子仁，党参，枸杞子，甘草,白术
TCMF10680,心悸失眠，头晕目眩，健忘多梦，腰膝酸软。,麦冬，茯苓，党参，牡丹皮，五味子，枸杞子，当归，远志，泽泻,石菖蒲
TCMF9533,冠心病，心绞痛，心肌梗死，高血压，高脂血症,黄芪，人参，麦冬，丹参，葛根，灵芝，红花，何首乌，海藻，川芎，香附，三七，蒲黄，佛手,决明子
TCMF11288,胃脘疼痛，嗳气吞酸，慢性胃炎，胃溃疡。,炙甘草，白芍，香附，海螵蛸,延胡索
TCMF7498,脾胃虚弱，气短乏力，食少便溏，久泻脱肛，崩漏下血。,黄芪，白术，甘草，茯苓，当归，陈皮，升麻，柴胡，生姜，大枣,党参
TCMFx555,"冠心病稳定型劳累型心绞痛I, II级",黄芪，丹参，人参，茯苓，三七，水蛭，红花，川芎，山楂，蒲黄，何首乌，葛根，黄芩，玄参,甘草
TCMF11455,消渴症，口渴多饮，多尿，消瘦乏力。,麦冬，玉竹，黄连，黄柏，五味子，枸杞子，红参,熟地黄
TCMF6466,近视,党参，石菖蒲，茯苓，泽泻，麦冬，枸杞子，当归，牡丹皮，远志,五味子
TCMFx1072,中风,红花，川牛膝,豨莶草
TCMFx4213,"急惊风, 积滞",天麻，白附子，胆南星，天竺黄，钩藤，蝉蜕，僵蚕，麝香，冰片,全蝎
TCMF10497,肝郁脾虚，湿热内蕴所致的胁痛、腹胀、纳呆、乏力等症。,丹参，白术，三棱，郁金，木香，厚朴，山楂，鸡内金，牡丹皮，当归，板蓝根，延胡索，陈皮,茯苓
TCMF409,"不寐, 心悸, 不寐, 眩晕, 崩漏, 便血",党参，黄芪，茯苓，酸枣仁，当归，白术，甘草，龙眼肉，木香，大枣，生姜,远志
TCMF7399,风寒感冒，头痛发热，恶寒身痛，鼻流清涕，咳嗽咽干。,荆芥，防风，紫苏叶，薄荷，柴胡，葛根，苦杏仁，白芷，苦地丁，芦根,桔梗
TCMF11333,外感风寒，内伤湿滞，头痛昏重，胸膈痞闷，脘腹胀痛，呕吐泄泻。,紫苏叶，生姜，厚朴，陈皮，姜半夏，白术，茯苓，桔梗，白芷，大腹皮，甘草,广藿香
TCMF10539,肾虚，腰膝酸软，遗精，早泄，小便频数。,韭菜子，补骨脂，沙苑子，金樱子，覆盆子，五味子，女贞子，枸杞子，桑椹，车前子，附子,芡实
TCMF11840,气血两虚，头晕目眩，心悸失眠，月经不调，肢体麻木。,炙黄芪，党参，白术，茯苓，白芍，川芎，熟地黄，山药，五味子,当归
TCMFx7038,"喉痛声哑, 失音",桔梗，川芎，砂仁，诃子，儿茶，薄荷，大黄，甘草,连翘
TCMFx4421,绝经前后诸症,淫羊藿，山楂，党参，玉竹，肉苁蓉，黄芪，牡丹皮，冰片,附子
TCMF9669,糖尿病，消渴，口渴多饮，多食易饥，尿频量多，形体消瘦，疲乏无力。,人参，知母，天花粉，葛根，五味子，地骨皮，山药，鸡内金,黄芪
TCMF4783,"腹痛, 胃脘痛",白芍，川楝子，陈皮，木香，香附，血竭，甘草，丹参，乳香，没药,郁金
TCMF9354,风寒湿痹，关节疼痛，肢体麻木，腰膝酸软。,丹参，黄芪，人参，五加皮，茯苓，白术，秦艽，防风，白芍，当归,杜仲
TCMF8957,食积痰饮，消化不良，脘腹胀满，嗳气吞酸，大便秘结。,大黄，牵牛子，香附，猪牙皂,槟榔
TCMF5616,遗精,党参，黄柏，肉苁蓉，天冬，甘草，熟地黄,砂仁
TCMFx1113,"眩晕, 耳鸣, 咳嗽, 肺痿, 肺痈",青黛,蛤壳
TCMF1912,"血劳, 月经失调, 闭经",当归，阿胶，党参，茯苓，黄芪，白芍，熟地黄，川芎,甘草
TCMF8224,肝肾不足，腰膝酸软，头晕耳鸣，四肢无力。,黄芪，杜仲，补骨脂，麦冬，天冬，玉竹，熟地黄，茯苓，白术，木香，肉苁蓉，巴戟天，覆盆子，山茱萸，仙茅，狗脊，红参，川牛膝，淫羊藿,五味子
TCMF11074,肝胆湿热，胁痛，黄疸，消化不良。,连钱草，山楂，陈皮,郁金
TCMF8327,小儿感冒发热，咽喉肿痛，咳嗽痰多。,黄连，黄芩，栀子，金银花，连翘，板蓝根，玄参，天花粉，赤芍,甘草
TCMF8210,风湿痹痛，筋骨疼痛，腰膝酸软，四肢麻木。,丹参，当归，威灵仙，制草乌，穿山龙，千年健，川牛膝，桂枝，甘草,红花
TCMF11438,咳嗽痰多，胸闷气急。,川贝母，紫苏子，桔梗，款冬花，紫菀，麻黄，苦杏仁，枇杷叶，前胡，天花粉，木香，远志，橘红，肉桂，甘草,半夏
TCMF7255,用于小儿外感风热所致的感冒，症见高热、头痛、咽喉肿痛、鼻塞流涕、咳嗽、大便干结,柴胡，黄芩，金银花，连翘，板蓝根，水牛角，大黄,葛根
TCMF7851,妇人阴痒，带下量多，色黄如脓，或呈泡沫状，气味腥臭，伴见心烦少寐，口苦而腻，小便黄赤。,龙胆，黄柏，荆芥，防风，蛇床子，白鲜皮,苦参
TCMF9063,感冒咳嗽，支气管炎，哮喘等引起的咳嗽痰多。,苦杏仁，紫菀，百部，甘草,麻黄
TCMF9151,脾肾两虚，食欲不振，腰膝酸软，神疲乏力。,黄精，白术，巴戟天，山楂，锁阳，鸡内金,黄芪
TCMF8259,肾虚腰痛，四肢无力，气短喘促，精神疲乏。,蛤蚧，黄精，黄芪，党参，杜仲，骨碎补，狗脊，续断，山药，熟地黄,巴戟天
TCMF8437,感冒咳嗽，支气管炎，肺炎等呼吸系统疾病。,四季青，甘草，紫菀，前胡，金荞麦，麻黄，枳壳,鱼腥草
TCMFx4356,"喉痈, 疔疮",水牛角，野菊花，南板蓝根,荆芥穗
TCMF10739,咳嗽，痰多，气喘。,川贝母，薄荷，黄芩，紫苏叶，紫苏子，甘草，茯苓，桔梗，南沙参，白前，麻黄，厚朴，防风，前胡，桑叶，葶苈子，法半夏，白果，陈皮,银杏叶
TCMF9635,心悸失眠，头晕目眩，腰膝酸软，气短乏力。,红景天，西洋参,龟甲胶
TCMF10126,皮肤瘙痒，湿疹，皮炎。,香薷，薄荷，苦参，黄柏，白芷，防风，苍术，蛇床子，地肤子，花椒,冰片
TCMF10250,小儿感冒发热，咳嗽痰多，气喘。,百部，川贝母，黄芩，石膏，茯苓，沉香，胆南星,冰片
TCMFx4928,"不寐, 健忘",刺五加,枸杞子
TCMF8287,肾虚腰痛，阳痿早泄，神疲乏力，畏寒肢冷。,海马，九香虫，人参，黄芪，杜仲，牛膝，茯苓，山药，肉苁蓉，锁阳，巴戟天，菟丝子，覆盆子，山茱萸，五味子，韭菜子，小茴香，甘草,枸杞子
TCMF12104,清热解毒，凉血消肿，用于治疗热毒瘀血所致的咽喉肿痛、牙痛、口腔溃疡、目赤肿痛等。,重楼，三七，人工牛黄，珍珠,水牛角
TCMF12457,皮肤瘙痒，皮疹，局部皮肤增厚，色素沉着，或有糜烂、渗出,百部，苦参，雄黄，狼毒,蛇床子
TCMF12162,气滞血瘀，胸胁胀痛，脘腹胀满，饮食不消。,莪术，郁金，香附，木香，槟榔，青皮，陈皮，枳壳，厚朴，三棱，大黄,芒硝
TCMF10912,小儿惊风，高热惊厥，痰热咳嗽。,钩藤，沉香，鱼腥草，冰片，牛黄，地龙，僵蚕，珍珠,胆南星
TCMF8986,心悸，失眠，头晕，胸闷，心绞痛。,人参，麦冬，丹参，郁金，黄芩，黄连，夏枯草，钩藤，朱砂，冰片，安息香，牛黄，珍珠，石菖蒲,降香
TCMF11601,月经不调，痛经，闭经，崩漏，带下。,黄芩，益母草，党参，白术，当归，茯苓，砂仁，香附，延胡索，甘草,白芍
TCMFx5696,"胸痹, 胃脘痛, 腹胀, 腹痛",丁香，乳香，没药，小茴香，冰片，沉香，香附，檀香，降香，广藿香，麝香,木香
TCMF8829,急慢性肝炎，迁延性肝炎，肝硬化，肝功能不全。,茵陈，郁金，板蓝根，黄芪，五味子，甘草,当归
TCMF10156,风湿痹痛，筋骨疼痛，跌打损伤。,黑种草子，芥子，丁香,黑芝麻
TCMF1444,"诸肢节疼痛, 身体魁羸, 脚肿如脱, 头眩短气, 温温欲吐, 桂枝芍药知母汤主之",桂枝，白芍，生姜，白术，防风，附子，麻黄，甘草,知母
TCMF11613,急性胆囊炎，急性胰腺炎，急性阑尾炎，急性肠炎，急性菌痢等。,黄连，黄芩，黄柏，栀子，大黄，连翘，金银花，知母，玄参，赤芍，牡丹皮，甘草,天花粉
TCMF11603,泌尿系结石，尿路感染，小便不利，腰腹疼痛。,车前子，连钱草，木通，甘草,徐长卿
TCMF10428,心肾不交，失眠多梦，记忆力减退，神疲乏力。,灵芝，西洋参，远志，石菖蒲，龟甲,五味子
TCMF8898,骨质疏松，腰膝酸软，四肢无力,冬虫夏草，枸杞子,沙棘
TCMF9963,胃痛，胃胀，消化不良，慢性胃炎。,白及，延胡索，佛手,石菖蒲
TCMF8068,胃脘疼痛，嗳气吞酸，慢性胃炎，胃溃疡。,黄芪，白芍，甘草，白及，延胡索，白芷,海螵蛸
TCMF9251,湿热下注所致的痢疾、泄泻、肛门灼热、腹痛、里急后重。,黄芩，黄连，黄柏，连翘，甘草,赤芍
TCMF11328,筋骨疼痛，跌打损伤，风湿痹痛,没药，乳香，红花，血竭，制川乌，桂枝，川牛膝，土鳖虫，地龙，人参,全蝎
TCMFx5276,虚劳,党参，当归，白芍，熟地黄，川芎，茯苓，白术，甘草，人参，砂仁，鹿角胶，香附,黄芪
TCMF3524,"虚劳, 眩晕",党参，黄芪，熟地黄，狗脊，女贞子，覆盆子，何首乌，牛膝，当归，陈皮，南沙参，杜仲，川芎，百合，茯苓，山药，白术，甘草，白芍,泽泻
TCMF11535,风湿痹痛，筋骨疼痛，跌打损伤。,没药，乳香，马钱子，草乌，川乌，桑枝，蛇蜕,蜈蚣
TCMF11553,小儿感冒，发热，咳嗽，气喘。,紫苏子，麻黄，牛蒡子，射干，细辛，芥子，栀子，青黛，天花粉，石膏，甘草，牛黄，苦杏仁,蛤壳
TCMF10045,瘀血阻滞所致的胸痹心痛，跌打损伤，瘀血肿痛。,蒲黄,冰片
TCMF5352,"牙痛, 便秘",大黄，川芎，黄连，黄芩，滑石，牵牛子,薄荷
TCMF11912,头痛，眩晕，高血压，神经衰弱。,天麻，杜仲，野菊花，川芎，当归，虎杖，牛膝，玄参,钩藤
TCMFx6390,"腹泻, 腹胀",党参，白术，陈皮，白扁豆，甘草，薏苡仁，山药，泽泻，茯苓,莲子
TCMFx6375,"咳嗽, 感冒",紫苏叶，前胡，苦杏仁，紫菀，石膏，麻黄，桑白皮，薄荷，川贝母，款冬花，甘草，葶苈子,瓜蒌子
TCMFx3504,"症积, 痛经, 月经失调",香附，益母草，当归，熟地黄，白芍，柴胡，川芎，延胡索，乌药，红花，干漆，三棱，莪术，艾叶，丹参，乌梅,牡丹皮
TCMF8736,急慢性肝炎，肝功能异常，黄疸，胁痛，食欲不振。,黄芩，葛根，菊花，茵陈，绵马贯众，连翘，栀子，金银花，白芷，大青叶,板蓝根
TCMF10300,冠心病，心绞痛，高脂血症。,川芎，丹参，葛根，山楂，泽泻，决明子，白芍，黄芪,沙棘
TCMF8651,瘀血内阻，月经不调，痛经，闭经，产后瘀血腹痛。,鸡血藤，三棱，莪术，白芍，牡丹皮，当归，熟地黄，延胡索，北刘寄奴，凌霄花,乌药
TCMFx3570,跌打损伤,乳香，没药，白芷，山柰，川乌，草乌，木香，冰片，甘松，红花，儿茶，当归，香附，土鳖虫，细辛，朱砂，自然铜，血竭，积雪草，陈皮,三七
TCMF8617,感冒，发热，头痛，鼻塞，咳嗽。,薄荷，广藿香，荆芥，甘草，葛根，芦根，茵陈，连翘，金银花，板蓝根，大青叶，石膏,柴胡
TCMF9891,风湿性关节炎，类风湿性关节炎，骨关节炎等引起的关节疼痛、肿胀、活动不利。,当归，川牛膝，全蝎,马钱子粉
TCMF11948,风湿性关节炎，类风湿性关节炎，骨关节炎，腰腿疼痛。,附子，桂枝，独活，威灵仙，防风，伸筋草，骨碎补，红花，白芍，知母，续断，狗脊，熟地黄,淫羊藿
TCMF11347,肝硬化，肝癌，肝纤维化,半枝莲，丹参，杜仲，三棱，莪术，白术，海藻，桃仁，当归，桂枝，鳖甲,三七
TCMFx3555,跌打损伤,三七，乳香，没药，白芷，山柰，川乌，草乌，木香，冰片，甘松，红花，儿茶，当归，香附，朱砂，自然铜，血竭，积雪草，陈皮，细辛,土鳖虫
TCMFx3961,"疳病, 腹胀, 腹泻",党参，白术，茯苓，白扁豆，薏苡仁，山药，莲子，陈皮,芡实
TCMF5504,感冒,天花粉，葛根，桔梗，连翘，玄参，甘草，大青叶，柴胡，羌活，川芎，赤芍，防风，黄芩，牛蒡子，淡竹叶,白芷
TCMF7307,"肝郁血虚发热, 月经不调, 怔忡不宁",柴胡，白芍，白术，茯苓，牡丹皮，栀子，薄荷，甘草,当归
TCMF428,"高脂血症, 症见气短, 乏力, 头晕, 头痛, 胸闷, 腹胀, 食少纳呆等; 也可用于高脂血症及动脉粥样硬化引起的心脑血管疾病的辅助治疗",山楂，荷叶，何首乌,决明子
TCMF11451,感冒发热，咽喉肿痛，头痛咳嗽。,板蓝根，牛黄,菊花
TCMF11815,慢性肾炎，蛋白尿，血尿，腰膝酸软，神疲乏力。,黄芪，党参，茯苓，益母草，紫苏叶，墨旱莲，女贞子，金樱子，菟丝子，山药，莲子，蝉蜕,白术
TCMF12201,小儿感冒，咳嗽，食欲不振，消化不良。,川贝母，白扁豆，木香，山药，牛黄，鸡内金,白术
TCMF10140,感冒发热，头痛，咳嗽，咽痛。,知母，石膏，薄荷，广藿香，香薷，连翘，金银花，板蓝根，射干，甘草,荆芥穗
TCMF7962,肺结核，咳嗽，咯血，胸痛。,百部，浙贝母，薏苡仁，白及，红大戟,三七
TCMF10890,风湿痹痛，瘫痹不遂，筋骨疼痛，腰膝酸软。,巴豆，蓖麻子，黄芪，生姜，艾叶，麻黄，细辛，马钱子，草乌，川乌，威灵仙，当归，地龙，鳖甲，血余炭,甘草
TCMF11170,心悸失眠，头晕目眩，气血两虚。,钩藤,鸡血藤
TCMF12148,月经不调，经期腹痛，气血两虚。,丹参，当归，益母草，泽兰，茯苓，白术，生姜，艾叶，木香，香附，鹿茸，川芎，白芍，牛膝，续断，陈皮，大腹皮,人参
